areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate,newFirstEpisodesBySpecimenDate,cumFirstEpisodesBySpecimenDate,newReinfectionsBySpecimenDate,cumReinfectionsBySpecimenDate
nation,England,E92000001,2020-03-14,315,2304,315,2304,,
nation,England,E92000001,2020-03-13,401,1989,401,1989,,
nation,England,E92000001,2020-03-12,421,1588,421,1588,,
nation,England,E92000001,2020-03-11,358,1167,358,1167,,
nation,England,E92000001,2020-03-10,229,809,229,809,,
nation,England,E92000001,2020-03-09,127,580,127,580,,
nation,England,E92000001,2020-03-08,50,453,50,453,,
nation,England,E92000001,2020-03-07,55,403,55,403,,
nation,England,E92000001,2020-03-06,74,348,74,348,,
nation,England,E92000001,2020-03-05,46,274,46,274,,
nation,England,E92000001,2020-03-04,49,228,49,228,,
nation,England,E92000001,2020-03-03,52,179,52,179,,
nation,England,E92000001,2020-03-02,40,127,40,127,,
nation,England,E92000001,2020-03-01,18,87,18,87,,
nation,England,E92000001,2020-02-29,4,69,4,69,,
nation,England,E92000001,2020-02-28,11,65,11,65,,
nation,England,E92000001,2020-02-27,7,54,7,54,,
nation,England,E92000001,2020-02-26,1,47,1,47,,
nation,England,E92000001,2020-02-25,3,46,3,46,,
nation,England,E92000001,2020-02-24,2,43,2,43,,
nation,England,E92000001,2020-02-23,6,41,6,41,,
nation,England,E92000001,2020-02-22,0,35,0,35,,
nation,England,E92000001,2020-02-21,2,35,2,35,,
nation,England,E92000001,2020-02-20,0,33,0,33,,
nation,England,E92000001,2020-02-19,0,33,0,33,,
nation,England,E92000001,2020-02-18,0,33,0,33,,
nation,England,E92000001,2020-02-17,1,33,1,33,,
nation,England,E92000001,2020-02-16,0,32,0,32,,
nation,England,E92000001,2020-02-15,0,32,0,32,,
nation,England,E92000001,2020-02-14,0,32,0,32,,
nation,England,E92000001,2020-02-13,1,32,1,32,,
nation,England,E92000001,2020-02-12,1,31,1,31,,
nation,England,E92000001,2020-02-11,4,30,4,30,,
nation,England,E92000001,2020-02-10,1,26,1,26,,
nation,England,E92000001,2020-02-09,1,25,1,25,,
nation,England,E92000001,2020-02-08,3,24,3,24,,
nation,England,E92000001,2020-02-07,0,21,0,21,,
nation,England,E92000001,2020-02-06,0,21,0,21,,
nation,England,E92000001,2020-02-05,1,21,1,21,,
nation,England,E92000001,2020-02-04,0,20,0,20,,
nation,England,E92000001,2020-02-03,18,20,18,20,,
nation,England,E92000001,2020-02-02,1,2,1,2,,
nation,England,E92000001,2020-02-01,0,1,0,1,,
nation,England,E92000001,2020-01-31,0,1,0,1,,
nation,England,E92000001,2020-01-30,1,1,1,1,,
